Год,Общий_баланс,Основные_средства,Собственный_капитал,Долгосрочные_активы,Краткосрочные_активы,Общий_баланс_рост_%,Основные_средства_рост_%,Собственный_капитал_рост_%,Долгосрочные_активы_рост_%,Краткосрочные_активы_рост_%
2016,9037,5365,4507,5521,3516,,,,,
2017,9693,5719,4311,5749,3944,7.259046143631731,6.598322460391426,-4.348790769913469,4.129686650969022,12.172923777019351
2018,9277,5037,3449,5151,4126,-4.291756937996494,-11.925161741563207,-19.995360705172814,-10.401809010262653,4.614604462474636
2019,9277,5037,3449,5151,4126,0.0,0.0,0.0,0.0,0.0
2020,10469,4326,2521,4423,6046,12.848981351730092,-14.11554496724241,-26.906349666570016,-14.133178023684723,46.53417353368881
2021,11774,4802,3129,4985,7253,12.465373961218829,11.003236245954696,24.11741372471241,12.706307935790196,19.963612305656643
2022,11847,9586,3386,9677,7146,0.6200101919483503,99.62515618492296,8.21348673697666,94.12236710130391,-1.4752516200193022
2023,16823,10285,7463,10339,7349,42.0021946484342,7.29188399749634,120.40756054341406,6.840963108401366,2.8407500699692223
